time,problem-solving-frequency
1396217,20931
1396228,20932
1396239,20933
1396346,20934
1396357,20935
1396522,20936
1396537,20937
1396734,20938
1396816,20939
1396883,20940
1396894,20941
1396905,20942
1396976,20943
1396990,20944
1397004,20945
1397155,20946
1397169,20947
1397349,20948
1397377,20949
1397451,20950
1397482,20951
1397702,20952
1397716,20953
1397797,20954
1397907,20955
1397922,20956
1398007,20957
1398021,20958
1398130,20959
1398241,20960
1398324,20961
1398351,20962
1398513,20963
1398527,20964
1398935,20965
1398949,20966
1399047,20967
1399058,20968
1399167,20969
1399178,20970
1399189,20971
1399503,20972
1399607,20973
1399621,20974
1399723,20975
1399973,20976
1400203,20977
1400423,20978
1400557,20979
1400653,20980
1400684,20981
1400780,20982
1400795,20983
1400914,20984
1401111,20985
1401292,20986
1401379,20987
1401410,20988
1401672,20989
1401848,20990
1401947,20991
1402034,20992
1402155,20993
1402262,20994
1402476,20995
1402493,20996
1402510,20997
1402587,20998
1402615,20999
1402732,21000
1402809,21001
1402825,21002
1402897,21003
1402908,21004
1402918,21005
1402989,21006
1403000,21007
1403210,21008
1403224,21009
1403238,21010
1403310,21011
1403321,21012
1403393,21013
1403404,21014
1403414,21015
1403486,21016
1403497,21017
1403507,21018
1403583,21019
1403594,21020
1403605,21021
1403679,21022
1403690,21023
1403771,21024
1403785,21025
1403893,21026
1403904,21027
1404011,21028
1404100,21029
1404206,21030
1404220,21031
1404315,21032
1404350,21033
1404369,21034
1404389,21035
1404549,21036
1404671,21037
1404685,21038
1404763,21039
1404959,21040
1405154,21041
1405261,21042
1405473,21043
1405561,21044
1405674,21045
1405762,21046
1405870,21047
1405973,21048
1405987,21049
1406001,21050
1406107,21051
1406177,21052
1406191,21053
1406205,21054
1406301,21055
1406583,21056
1406598,21057
1406660,21058
1406779,21059
1406793,21060
1406865,21061
1406876,21062
1406887,21063
1407029,21064
1407045,21065
1407060,21066
1407157,21067
1407281,21068
1407376,21069
1407390,21070
1407463,21071
1407474,21072
1407582,21073
1407694,21074
1407705,21075
1407716,21076
1407813,21077
1407903,21078
1408278,21079
1408293,21080
1408390,21081
1408401,21082
1408412,21083
1408519,21084
1408533,21085
1408623,21086
1408850,21087
1409187,21088
1409204,21089
1409221,21090
1409278,21091
1409307,21092
1409405,21093
1409498,21094
1409592,21095
1409609,21096
1409733,21097
1409748,21098
1409807,21099
1409834,21100
1409918,21101
1409935,21102
1409952,21103
1410032,21104
1410049,21105
1410066,21106
1410143,21107
1410160,21108
1410177,21109
1410270,21110
1410374,21111
1410466,21112
1410484,21113
1410554,21114
1410571,21115
1410588,21116
1410640,21117
1410660,21118
1410680,21119
1410845,21120
1410860,21121
1410952,21122
1410979,21123
1411036,21124
1411054,21125
1411069,21126
1411130,21127
1411237,21128
1411341,21129
1411453,21130
1411468,21131
1411558,21132
1411572,21133
1411586,21134
1411679,21135
1411693,21136
1411707,21137
1411799,21138
1411813,21139
1411827,21140
1412010,21141
1412024,21142
1412038,21143
1412110,21144
1412124,21145
1412243,21146
1412349,21147
1412363,21148
1412451,21149
1412534,21150
1412545,21151
1412556,21152
1412631,21153
1412642,21154
1412653,21155
1412768,21156
1412785,21157
1412871,21158
1412888,21159
1412990,21160
1413007,21161
1413124,21162
1413141,21163
1413230,21164
1413247,21165
1413377,21166
1413457,21167
1413559,21168
1413573,21169
1413587,21170
1413668,21171
1413682,21172
1413750,21173
1413777,21174
1413973,21175
1413987,21176
1414056,21177
1414071,21178
1414086,21179
1414219,21180
1414284,21181
1414362,21182
1414377,21183
1414588,21184
1414602,21185
1414697,21186
1414790,21187
1414805,21188
1415034,21189
1415165,21190
1415250,21191
1415382,21192
1415485,21193
1415499,21194
1415674,21195
1415765,21196
1415863,21197
1415877,21198
1415891,21199
1416074,21200
1416136,21201
1416171,21202
1416382,21203
1416397,21204
1416469,21205
1416480,21206
1416490,21207
1416694,21208
1416801,21209
1416900,21210
1416985,21211
1417001,21212
1417080,21213
1417099,21214
1417164,21215
1417179,21216
1417272,21217
1417335,21218
1417351,21219
1417429,21220
1417448,21221
1417553,21222
1417567,21223
1417666,21224
1417768,21225
1417849,21226
1417936,21227
1417951,21228
1418033,21229
1418050,21230
1418276,21231
1418354,21232
1418372,21233
1418388,21234
1418551,21235
1418625,21236
1418639,21237
1418716,21238
1418823,21239
1418837,21240
1418906,21241
1419107,21242
1419200,21243
1419214,21244
1419345,21245
1419442,21246
1419457,21247
1419599,21248
1419767,21249
1419782,21250
1419873,21251
1419981,21252
1419995,21253
1420009,21254
1420096,21255
1420212,21256
1420226,21257
1420323,21258
1420339,21259
1420421,21260
1420437,21261
1420533,21262
1420795,21263
1420875,21264
1420889,21265
1420996,21266
1421023,21267
1421062,21268
1421077,21269
1421144,21270
1421177,21271
1421225,21272
1421241,21273
1421320,21274
1421336,21275
1421352,21276
1421423,21277
1421531,21278
1421551,21279
1421621,21280
1421657,21281
1421741,21282
1421839,21283
1421934,21284
1421948,21285
1422024,21286
1422039,21287
1422219,21288
1422251,21289
1422355,21290
1422459,21291
1422473,21292
1422567,21293
1422581,21294
1422595,21295
1422854,21296
1422957,21297
1422984,21298
1423054,21299
1423069,21300
1423173,21301
1423200,21302
1423269,21303
1423303,21304
1423673,21305
1424052,21306
1424140,21307
1424154,21308
1424242,21309
1424437,21310
1424550,21311
1424752,21312
1424929,21313
1424947,21314
1424961,21315
1425062,21316
1425279,21317
1425295,21318
1425477,21319
1425494,21320
1425511,21321
1425613,21322
1425716,21323
1425730,21324
1425825,21325
1425840,21326
1425908,21327
1425923,21328
1425937,21329
1425997,21330
1426011,21331
1426086,21332
1426097,21333
1426107,21334
1426182,21335
1426193,21336
1426204,21337
1426293,21338
1426351,21339
1426385,21340
1426492,21341
1426592,21342
1426692,21343
1426920,21344
1427040,21345
1427247,21346
1427414,21347
1427429,21348
1427445,21349
1427528,21350
1427543,21351
1427558,21352
1427655,21353
1427666,21354
1427677,21355
1427749,21356
1427760,21357
1427838,21358
1427853,21359
1427869,21360
1427958,21361
1428078,21362
1428430,21363
1428444,21364
1428604,21365
1428815,21366
1428926,21367
1429024,21368
1429039,21369
1429292,21370
1429381,21371
1429474,21372
1429578,21373
1429765,21374
1429779,21375
1429861,21376
1429877,21377
1429949,21378
1429960,21379
1430043,21380
1430142,21381
1430465,21382
1430560,21383
1430639,21384
1430655,21385
1430671,21386
1430733,21387
1430749,21388
1430764,21389
1430835,21390
1430849,21391
1430943,21392
1431027,21393
1431137,21394
1431152,21395
1431235,21396
1431249,21397
1431364,21398
1431556,21399
1431583,21400
1431641,21401
1431656,21402
1431742,21403
1431826,21404
1431940,21405
1431956,21406
1431971,21407
1432051,21408
1432167,21409
1432531,21410
1432652,21411
1432849,21412
1432863,21413
1432877,21414
1432981,21415
1433047,21416
1433061,21417
1433076,21418
1433175,21419
1433190,21420
1433283,21421
1433297,21422
1433311,21423
1433383,21424
1433394,21425
1433403,21426
1433472,21427
1433483,21428
1433493,21429
1433569,21430
1433580,21431
1433647,21432
1433658,21433
1433669,21434
1433776,21435
1433787,21436
1433797,21437
1433873,21438
1433884,21439
1434201,21440
1434216,21441
1434310,21442
1434324,21443
1434338,21444
1434421,21445
1434436,21446
1434450,21447
1434636,21448
1434650,21449
1434664,21450
1435104,21451
1435202,21452
1435319,21453
1435419,21454
1435528,21455
1435640,21456
1435651,21457
1435722,21458
1435823,21459
1436154,21460
1436169,21461
1436264,21462
1436293,21463
1436411,21464
1436516,21465
1436609,21466
1436704,21467
1437000,21468
1437014,21469
1437089,21470
1437198,21471
1437399,21472
1437417,21473
1437433,21474
1437500,21475
1437511,21476
1437522,21477
1437599,21478
1437613,21479
1437685,21480
1437703,21481
1437719,21482
1437798,21483
1437813,21484
1437828,21485
1437935,21486
1437946,21487
1437956,21488
1438028,21489
1438039,21490
1438048,21491
1438132,21492
1438219,21493
1438230,21494
1438241,21495
1438338,21496
1438349,21497
1438360,21498
1438466,21499
1438541,21500
1438552,21501
1438563,21502
1438708,21503
1438809,21504
1438824,21505
1438918,21506
1438933,21507
1439009,21508
1439023,21509
1439143,21510
1439157,21511
1439340,21512
1439354,21513
1439368,21514
1439463,21515
1439477,21516
1439595,21517
1439678,21518
1439771,21519
1439854,21520
1439865,21521
1439876,21522
1440050,21523
1440077,21524
1440172,21525
1440270,21526
1440281,21527
1440291,21528
1440477,21529
1440491,21530
1440588,21531
1440599,21532
1440684,21533
1440698,21534
1440786,21535
1440869,21536
1440880,21537
1441198,21538
1441297,21539
1441311,21540
1441533,21541
1441619,21542
1441630,21543
1441641,21544
1441713,21545
1441724,21546
1441733,21547
1441833,21548
1441909,21549
1441920,21550
1441932,21551
1441993,21552
1442021,21553
1442125,21554
1442238,21555
1442366,21556
1442465,21557
1442479,21558
1442575,21559
1442589,21560
1442825,21561
1442839,21562
1442964,21563
1443154,21564
1443168,21565
1443287,21566
1443363,21567
1443374,21568
1443452,21569
1443463,21570
1443473,21571
1443549,21572
1443560,21573
1443569,21574
1443662,21575
1443677,21576
1443692,21577
1443795,21578
1443904,21579
1443918,21580
1443932,21581
1444017,21582
1444088,21583
1444115,21584
1444643,21585
1444932,21586
1444946,21587
1445023,21588
1445039,21589
1445055,21590
1445154,21591
1445482,21592
1445545,21593
1445647,21594
1445748,21595
1445826,21596
1445837,21597
1445847,21598
1445936,21599
1445950,21600
1445964,21601
1446069,21602
1446083,21603
1446178,21604
1446204,21605
1446363,21606
1446397,21607
1446769,21608
1446783,21609
1446797,21610
1446894,21611
1446905,21612
1446916,21613
1447013,21614
1447024,21615
1447035,21616
1447131,21617
1447142,21618
1447153,21619
1447234,21620
1447248,21621
1447320,21622
1447331,21623
1447342,21624
1447414,21625
1447425,21626
1447508,21627
1447522,21628
1447616,21629
1447739,21630
1447750,21631
1447825,21632
1447836,21633
1447908,21634
1447919,21635
1447930,21636
1448020,21637
1448144,21638
1448155,21639
1448166,21640
1448345,21641
1448427,21642
1448524,21643
1448538,21644
1448624,21645
1448746,21646
1448758,21647
1448844,21648
1448926,21649
1449046,21650
1449058,21651
1449139,21652
1449150,21653
1449160,21654
1449231,21655
1449242,21656
1449252,21657
1449324,21658
1449335,21659
1449407,21660
1449418,21661
1449428,21662
1449499,21663
1449510,21664
1449521,21665
1449596,21666
1449607,21667
1449618,21668
1449690,21669
1449701,21670
1449712,21671
1449894,21672
1449908,21673
1449922,21674
1450039,21675
1450053,21676
1450122,21677
1450136,21678
1450150,21679
1450222,21680
1450233,21681
1450405,21682
1450498,21683
1450513,21684
1450603,21685
1450717,21686
1450801,21687
1450947,21688
1451074,21689
1451089,21690
1451186,21691
1451197,21692
1451207,21693
1451313,21694
1451327,21695
1451517,21696
1451670,21697
1451701,21698
1451876,21699
1451891,21700
1451959,21701
1451975,21702
1451990,21703
1452101,21704
1452195,21705
1452515,21706
1452823,21707
1452933,21708
1453017,21709
1453032,21710
1453121,21711
1453135,21712
1453149,21713
1453221,21714
1453232,21715
1453242,21716
1453359,21717
1453466,21718
1453577,21719
1453684,21720
1453695,21721
1453762,21722
1453773,21723
1453784,21724
1453855,21725
1453866,21726
1453877,21727
1453974,21728
1453985,21729
1453994,21730
1454063,21731
1454074,21732
1454085,21733
1454190,21734
1454292,21735
1454306,21736
1454413,21737
1454427,21738
1454496,21739
1454510,21740
1454602,21741
1454617,21742
1454781,21743
1454918,21744
1455032,21745
1455382,21746
1455464,21747
1455541,21748
1455937,21749
1456014,21750
1456029,21751
1456099,21752
1456639,21753
1456768,21754
1456782,21755
1456819,21756
1456836,21757
1456905,21758
1456916,21759
1456927,21760
1457084,21761
1457104,21762
1457177,21763
1457304,21764
1457373,21765
1457391,21766
1457406,21767
1457464,21768
1457602,21769
1457613,21770
1457624,21771
1457695,21772
1457706,21773
1457717,21774
1457882,21775
1457896,21776
1457911,21777
1458072,21778
1458087,21779
1458102,21780
1458185,21781
1458351,21782
1458742,21783
1458756,21784
1458879,21785
1459002,21786
1459127,21787
1459138,21788
1459204,21789
1459215,21790
1459226,21791
1459328,21792
1459342,21793
1459418,21794
1459433,21795
1459492,21796
1459507,21797
1459522,21798
1459728,21799
1459742,21800
1459847,21801
1459874,21802
1459969,21803
1459983,21804
1460306,21805
1460646,21806
1460734,21807
1460854,21808
1460954,21809
1461037,21810
1461048,21811
1461114,21812
1461125,21813
1461136,21814
1461208,21815
1461219,21816
1461325,21817
1461664,21818
1461767,21819
1461781,21820
1461852,21821
1461866,21822
1462104,21823
1462118,21824
1462226,21825
1462496,21826
1462507,21827
1462516,21828
1462585,21829
1462596,21830
1462606,21831
1462678,21832
1462689,21833
1462698,21834
1462923,21835
1462937,21836
1463217,21837
1463247,21838
1463322,21839
1463333,21840
1463343,21841
1463412,21842
1463426,21843
1463440,21844
1463515,21845
1463526,21846
1463536,21847
1463632,21848
1463643,21849
1463654,21850
1463726,21851
1463737,21852
1463748,21853
1463820,21854
1463831,21855
1463841,21856
1464015,21857
1464031,21858
1464250,21859
1464429,21860
1464535,21861
1464656,21862
1464765,21863
1464860,21864
1465003,21865
1465108,21866
1465210,21867
1465428,21868
1465721,21869
1465735,21870
1465825,21871
1465836,21872
1465846,21873
1465942,21874
1465953,21875
1465964,21876
1466061,21877
1466072,21878
1466083,21879
1466157,21880
1466168,21881
1466178,21882
1466260,21883
1466354,21884
1466368,21885
1466383,21886
1466488,21887
1466502,21888
1466516,21889
1466593,21890
1466604,21891
1466615,21892
1466804,21893
1466819,21894
1466908,21895
1466922,21896
1466936,21897
1467021,21898
1467312,21899
1467430,21900
1467444,21901
1467518,21902
1467621,21903
1467733,21904
1467746,21905
1467760,21906
1467866,21907
1468051,21908
1468066,21909
1468080,21910
1468152,21911
1468163,21912
1468174,21913
1468263,21914
1468279,21915
1468362,21916
1468464,21917
1468768,21918
1468783,21919
1468955,21920
1468984,21921
1469081,21922
1469092,21923
1469103,21924
1469174,21925
1469190,21926
1469206,21927
1469395,21928
1469409,21929
1469481,21930
1469492,21931
1469599,21932
1469610,21933
1469621,21934
1469679,21935
1469708,21936
1469805,21937
1469816,21938
1469826,21939
1469908,21940
1469922,21941
1470019,21942
1470030,21943
1470040,21944
1470146,21945
1470157,21946
1470229,21947
1470240,21948
1470251,21949
1470309,21950
1470397,21951
1470433,21952
1470516,21953
1470534,21954
1470548,21955
1470620,21956
1470631,21957
1470698,21958
1470709,21959
1470720,21960
1470818,21961
1470958,21962
1471121,21963
1471230,21964
1471351,21965
1471380,21966
1471528,21967
1471542,21968
1471557,21969
1471876,21970
1471960,21971
1472045,21972
1472129,21973
1472229,21974
1472243,21975
1472257,21976
1472333,21977
1472348,21978
1472446,21979
1472558,21980
1472573,21981
1472588,21982
1472768,21983
1473005,21984
1473019,21985
1473087,21986
1473101,21987
1473167,21988
1473182,21989
1473350,21990
1473365,21991
1473380,21992
1473433,21993
1473452,21994
1473468,21995
1473528,21996
1473698,21997
1473712,21998
1473796,21999
1473810,22000
1473903,22001
1473917,22002
1473991,22003
1474006,22004
1474021,22005
1474108,22006
1474213,22007
1474284,22008
1474303,22009
1474322,22010
1474502,22011
1474519,22012
1474622,22013
1474791,22014
1474902,22015
1474997,22016
1475012,22017
1475027,22018
1475211,22019
1475225,22020
1475240,22021
1475298,22022
1475313,22023
1475330,22024
1476059,22025
1476074,22026
1476132,22027
1476150,22028
1476168,22029
1476237,22030
1476251,22031
1476266,22032
1476358,22033
1476375,22034
1476443,22035
1476459,22036
1476558,22037
1476661,22038
1476672,22039
1476738,22040
1476749,22041
1476831,22042
1476903,22043
1476914,22044
1476923,22045
1476992,22046
1477007,22047
1477193,22048
1477220,22049
1477318,22050
1477437,22051
1477527,22052
1477541,22053
1477609,22054
1477624,22055
1477638,22056
1477721,22057
1477824,22058
1477922,22059
1477933,22060
1477944,22061
1478180,22062
1478295,22063
1478795,22064
1478896,22065
1479106,22066
1479120,22067
1479262,22068
1479276,22069
1479290,22070
1479365,22071
1479376,22072
1479387,22073
1479462,22074
1479473,22075
1479540,22076
1479551,22077
1479561,22078
1479663,22079
1479677,22080
1479760,22081
1479857,22082
1479871,22083
1479980,22084
1480066,22085
1480349,22086
1480519,22087
1480533,22088
1480610,22089
1480621,22090
1480728,22091
1480739,22092
1480748,22093
1480817,22094
1480828,22095
1480839,22096
1480942,22097
1481272,22098
1481358,22099
1481388,22100
1481489,22101
1481587,22102
1481691,22103
1481769,22104
1481780,22105
1481866,22106
1481954,22107
1482047,22108
1482152,22109
1482166,22110
1482356,22111
1482371,22112
1482459,22113
1482470,22114
1482479,22115
1482548,22116
1482559,22117
1482570,22118
1482665,22119
1482737,22120
1482748,22121
1482758,22122
1482845,22123
1482923,22124
1482944,22125
1482965,22126
1483060,22127
1483115,22128
1483219,22129
1483287,22130
1483364,22131
1483380,22132
1483474,22133
1483659,22134
1483779,22135
1484125,22136
1484219,22137
1484235,22138
1484253,22139
1484475,22140
1484892,22141
1484906,22142
1485092,22143
1485212,22144
1485226,22145
1485286,22146
1485300,22147
1485361,22148
1485393,22149
1485556,22150
1485631,22151
1485642,22152
1485653,22153
1485738,22154
1485834,22155
1485910,22156
1485921,22157
1485988,22158
1485999,22159
1486008,22160
1486077,22161
1486180,22162
1486351,22163
1486635,22164
1486819,22165
1486935,22166
1487024,22167
1487040,22168
1487119,22169
1487221,22170
1487233,22171
1487300,22172
1487311,22173
1487322,22174
1487419,22175
1487430,22176
1487439,22177
1487508,22178
1487519,22179
1487602,22180
1487705,22181
1487721,22182
1487810,22183
1487821,22184
1487832,22185
1487909,22186
1487920,22187
1487931,22188
1488006,22189
1488017,22190
1488027,22191
1488108,22192
1488229,22193
1488332,22194
1488348,22195
1488544,22196
1488573,22197
1488663,22198
1488763,22199
1488790,22200
1488927,22201
1488943,22202
1489014,22203
1489111,22204
1489127,22205
1489200,22206
1489237,22207
1489256,22208
1489277,22209
1489350,22210
1489367,22211
1489384,22212
1489456,22213
1489473,22214
1489490,22215
1489569,22216
1489584,22217
1489658,22218
1489690,22219
1489779,22220
1489855,22221
1489956,22222
1490158,22223
1490172,22224
1490187,22225
1490287,22226
1490302,22227
1490403,22228
1490418,22229
1490490,22230
1490579,22231
1490595,22232
1490852,22233
1491050,22234
1491077,22235
1491152,22236
1491163,22237
1491172,22238
1491383,22239
1491399,22240
1491491,22241
1491579,22242
1491594,22243
1491610,22244
1491807,22245
1491822,22246
1491906,22247
1491933,22248
1492036,22249
1492154,22250
1492245,22251
1492575,22252
1492729,22253
1492810,22254
1492824,22255
1492987,22256
1493001,22257
1493091,22258
1493107,22259
1493292,22260
1493306,22261
1493392,22262
1493406,22263
1493497,22264
1493565,22265
1493585,22266
1493697,22267
1493798,22268
1493893,22269
1494016,22270
1494027,22271
1494036,22272
1494105,22273
1494116,22274
1494127,22275
1494198,22276
1494209,22277
1494218,22278
1494319,22279
1494404,22280
1494423,22281
1494439,22282
1494530,22283
1494842,22284
1494890,22285
1494909,22286
1494925,22287
1495017,22288
1495032,22289
1495138,22290
1495216,22291
1495233,22292
1495250,22293
1495321,22294
1495338,22295
1495421,22296
1495534,22297
1495606,22298
1495617,22299
1495695,22300
1495706,22301
1495716,22302
1495788,22303
1495799,22304
1495810,22305
1495915,22306
1496016,22307
1496219,22308
1496234,22309
1496336,22310
1496456,22311
1496472,22312
1496579,22313
1496607,22314
1496710,22315
1496724,22316
1496813,22317
1496929,22318
1496946,22319
1497054,22320
1497161,22321
1497177,22322
1497266,22323
1497298,22324
1497379,22325
1497394,22326
1497579,22327
1497607,22328
1497688,22329
1497722,22330
1497815,22331
1497844,22332
1497929,22333
1497963,22334
1498154,22335
1498260,22336
1498409,22337
1498551,22338
1498565,22339
1498637,22340
1498648,22341
1498658,22342
1498729,22343
1498740,22344
1498807,22345
1498818,22346
1498829,22347
1498900,22348
1498911,22349
1498921,22350
1498992,22351
1499003,22352
1499012,22353
1499081,22354
1499092,22355
1499163,22356
1499174,22357
1499183,22358
1499355,22359
1499478,22360
1499492,22361
1499825,22362
1500024,22363
1500149,22364
1500261,22365
1500276,22366
1500497,22367
1500512,22368
1500591,22369
1500640,22370
1500660,22371
1500679,22372
1500781,22373
1500797,22374
1500902,22375
1500918,22376
1501100,22377
1501116,22378
1501208,22379
1501222,22380
1501340,22381
1501354,22382
1501426,22383
1501437,22384
1501448,22385
1501520,22386
1501531,22387
1501540,22388
1501609,22389
1501620,22390
1501826,22391
1501842,22392
1501962,22393
1501976,22394
1502092,22395
1502423,22396
1502518,22397
1502628,22398
1502717,22399
1502735,22400
1502754,22401
1502836,22402
1502947,22403
1502962,22404
1503061,22405
1503156,22406
1503174,22407
1503193,22408
1503271,22409
1503288,22410
1503306,22411
1503385,22412
1503399,22413
1503414,22414
1503731,22415
1503827,22416
1503917,22417
1504044,22418
1504058,22419
1504367,22420
1504383,22421
1504473,22422
1504591,22423
1504606,22424
1504660,22425
1504711,22426
1504731,22427
1504748,22428
1504863,22429
1504947,22430
1504961,22431
1504975,22432
1505078,22433
1505153,22434
1505168,22435
1505279,22436
1505296,22437
1505398,22438
1505504,22439
1505625,22440
1505720,22441
1505800,22442
1505811,22443
1505822,22444
1506012,22445
1506026,22446
1506103,22447
1506114,22448
1506125,22449
1506197,22450
1506286,22451
1506521,22452
1506536,22453
1506621,22454
1506682,22455
1506697,22456
1506757,22457
1506792,22458
1506883,22459
1507078,22460
1507089,22461
1507100,22462
1507383,22463
1507397,22464
1507412,22465
1507470,22466
1507497,22467
1507587,22468
1507602,22469
1507616,22470
1507688,22471
1507798,22472
1507830,22473
1507908,22474
1508020,22475
1508051,22476
1508119,22477
1508133,22478
1508357,22479
1508371,22480
1508385,22481
1508490,22482
1508608,22483
1508698,22484
1508712,22485
1508726,22486
1508807,22487
1508821,22488
1508893,22489
1508904,22490
1508913,22491
1508982,22492
1508993,22493
1509068,22494
1509079,22495
1509088,22496
1509205,22497
1509271,22498
1509285,22499
1509299,22500
1509386,22501
1509400,22502
1509483,22503
1509559,22504
1509570,22505
1509579,22506
1509648,22507
1509659,22508
1509734,22509
1509745,22510
1509754,22511
1509956,22512
1510068,22513
1510083,22514
1510185,22515
1510295,22516
1510306,22517
1510316,22518
1510393,22519
1510404,22520
1510413,22521
1510482,22522
1510493,22523
1510503,22524
1510574,22525
1510585,22526
1510596,22527
1510693,22528
1510704,22529
1510779,22530
1510790,22531
1510801,22532
1510873,22533
1510884,22534
1510893,22535
1510962,22536
1510973,22537
1511155,22538
1511169,22539
1511183,22540
1511255,22541
1511266,22542
1511277,22543
1511391,22544
1511477,22545
1511573,22546
1511584,22547
1511692,22548
1511753,22549
1511768,22550
1511782,22551
1511878,22552
1511892,22553
1511906,22554
1511978,22555
1511989,22556
1511999,22557
1512070,22558
1512081,22559
1512092,22560
1512279,22561
1512376,22562
1512390,22563
1512405,22564
1512490,22565
1512504,22566
1512609,22567
1512730,22568
1512823,22569
1512922,22570
1513009,22571
1513020,22572
1513031,22573
1513103,22574
1513114,22575
1513123,22576
1513205,22577
1513219,22578
1513302,22579
1513420,22580
1513513,22581
1513594,22582
1513613,22583
1513627,22584
1513703,22585
1513787,22586
1513807,22587
1513909,22588
1514047,22589
1514064,22590
1514126,22591
1514145,22592
1514165,22593
1514239,22594
1514346,22595
1514364,22596
1514380,22597
1514446,22598
1514540,22599
1514555,22600
1514602,22601
1514617,22602
1514741,22603
1514760,22604
1514776,22605
1514846,22606
1514862,22607
1514942,22608
1515074,22609
1515090,22610
1515105,22611
1515293,22612
1515307,22613
1515397,22614
1515508,22615
1515538,22616
1515642,22617
1515745,22618
1515817,22619
1515828,22620
1515917,22621
1515944,22622
1516060,22623
1516168,22624
1516179,22625
1516190,22626
1516261,22627
1516272,22628
1516283,22629
1516355,22630
1516366,22631
1516376,22632
1516447,22633
1516458,22634
1516468,22635
1516574,22636
1516585,22637
1516594,22638
1516678,22639
1516754,22640
1516765,22641
1516836,22642
1516850,22643
1516866,22644
1517031,22645
1517059,22646
1517131,22647
1517142,22648
1517153,22649
1517246,22650
1517261,22651
1517327,22652
1517341,22653
1517355,22654
1517413,22655
1517605,22656
1517619,22657
1517687,22658
1517701,22659
1517806,22660
1517927,22661
1517938,22662
1518034,22663
1518147,22664
1518161,22665
1518297,22666
1518311,22667
1518404,22668
1518419,22669
1518433,22670
1518537,22671
1518548,22672
1518632,22673
1518646,22674
1518834,22675
1518929,22676
1519027,22677
1519038,22678
1519049,22679
1519152,22680
1519244,22681
1519351,22682
1519365,22683
1519446,22684
1519545,22685
1519654,22686
1519753,22687
1519829,22688
1519840,22689
1519849,22690
1519969,22691
1520047,22692
1520173,22693
1520251,22694
1520262,22695
1520273,22696
1520344,22697
1520355,22698
1520365,22699
1520442,22700
1520453,22701
1520464,22702
1520561,22703
1520572,22704
1520583,22705
1520667,22706
1520783,22707
1520797,22708
1520874,22709
1520971,22710
1521064,22711
1521162,22712
1521177,22713
1521192,22714
1521286,22715
1521300,22716
1521397,22717
1521408,22718
1521417,22719
1521490,22720
1521600,22721
1521615,22722
1521629,22723
1521697,22724
1521711,22725
1521725,22726
1521800,22727
1521811,22728
1521821,22729
1521880,22730
1521956,22731
1522031,22732
1522047,22733
1522124,22734
1522139,22735
1522153,22736
1522228,22737
1522239,22738
1522311,22739
1522325,22740
1522415,22741
1522431,22742
1522562,22743
1522576,22744
1522649,22745
1522660,22746
1522835,22747
1522851,22748
1522865,22749
1522972,22750
1522983,22751
1522994,22752
1523066,22753
1523077,22754
1523088,22755
1523160,22756
1523171,22757
1523181,22758
1523298,22759
1523431,22760
1523524,22761
1523540,22762
1523629,22763
1523640,22764
1523651,22765
1523699,22766
1523728,22767
1524018,22768
1524121,22769
1524194,22770
1524277,22771
1524295,22772
1524311,22773
1524410,22774
1524508,22775
1524522,22776
1524618,22777
1525036,22778
1525050,22779
1525065,22780
1525255,22781
1525270,22782
1525285,22783
1525357,22784
1525558,22785
1525587,22786
1525690,22787
1525704,22788
1525778,22789
1525807,22790
1525906,22791
1525964,22792
1525978,22793
1526063,22794
1526077,22795
1526183,22796
1526197,22797
1526211,22798
1526427,22799
1526534,22800
1526548,22801
1526787,22802
1527134,22803
1527422,22804
1527539,22805
1527612,22806
1527627,22807
1527639,22808
1527757,22809
1527828,22810
1527842,22811
1528010,22812
1528325,22813
1528339,22814
1528563,22815
1528667,22816
1528766,22817
1528878,22818
1529009,22819
1529099,22820
1529113,22821
1529127,22822
1529216,22823
1529230,22824
1529316,22825
1529344,22826
1529416,22827
1529427,22828
1529436,22829
1529536,22830
1529643,22831
1529654,22832
1529746,22833
1529762,22834
1529860,22835
1529937,22836
1529948,22837
1530016,22838
1530231,22839
1530407,22840
1530487,22841
1530501,22842
1530728,22843
1531274,22844
1531289,22845
1531378,22846
1531389,22847
1531456,22848
1531467,22849
1531477,22850
1531559,22851
1531573,22852
1531646,22853
1531662,22854
1531676,22855
1531768,22856
1531898,22857
1532459,22858
1532660,22859
1532877,22860
1532891,22861
1533227,22862
1533366,22863
1533739,22864
1533753,22865
1534057,22866
1534143,22867
1534249,22868
1534263,22869
1534455,22870
1534469,22871
1534483,22872
1534570,22873
1534770,22874
1534786,22875
1534974,22876
1534988,22877
1535180,22878
1535195,22879
1535377,22880
1535393,22881
1535535,22882
1535812,22883
1536025,22884
1536249,22885
1536263,22886
1536517,22887
1536549,22888
1536793,22889
1536944,22890
1536962,22891
1537002,22892
1537017,22893
1537193,22894
1537212,22895
1537231,22896
1537312,22897
1537330,22898
1537381,22899
1537400,22900
1537418,22901
1537468,22902
1537487,22903
1537506,22904
1537556,22905
1537575,22906
1537594,22907
1537678,22908
1537694,22909
1537708,22910
1537766,22911
1537881,22912
1537895,22913
1537982,22914
1537996,22915
1538037,22916
1538056,22917
1538074,22918
1538135,22919
1538154,22920
1538171,22921
1538276,22922
1538488,22923
1538503,22924
1538517,22925
1538578,22926
1538772,22927
1538843,22928
